Title;Authors;Venue;Year;Library;I1;I2;I3;I4;I5;I6;E1;E2;E3;E4;Included
Application engineering for embedded systems :transforming sysml specification to simulink within a product-line based approach;Fragal V.H., Silva R.F., Gimenes I.M.S., Oliveira Jr. E.A.;ICEIS 2013 - Proceedings of the 15th International Conference on Enterprise Information Systems;2013;Scopus;X;X;X;X;X;X;O;O;O;O;
Application of an intelligent network architecture on a cooperative cyber-physical system: An experience report;"Pohlmann, U.; Trsek, H.; Durkop, L.; Dziwok, S.; Oestersotebier, F.";Emerging Technology and Factory Automation (ETFA), 2014 IEEE;2014;IEEE ;;;;;;;;;;;
Application of Real-Time Data Systems to the Forecasting of Water Level and Circulation;Parker, B.;OCEANS '86;1986;IEEE ;;;;;;;;;;X;
Application of Self-Adaptive techniques to federated authorization models;Bailey, C.;Software Engineering (ICSE), 2012 34th International Conference on;2012;IEEE ;O;O;O;;;;;;;;
Application-Specific Residential Microgrid Design Methodology;Korosh  Vatanparvar and Mohammad Abdullah Al Faruque;;2017;ACM;No;;;;;;;;;;
Applying industrial-strength testing techniques to critical care medical equipment;Christoph Woskowski;SAFECOMP'12: Proceedings of the 31st international conference on Computer Safety, Reliability, and Security;2012;ACM;O;O;O;;;;;;;;
Applying Model Based Systems Engineering (MBSE) to a standard CubeSat;"Spangelo, S.C.; Kaslow, D.; Delp, C.; Cole, B.; Anderson, L.; Fosse, E.; Gilbert, B.S.; Hartman, L.; Kahn, T.; Cutler, J.";Aerospace Conference, 2012 IEEE;2012;IEEE ;O;O;O;;;;;;;;
Applying model-driven engineering to a method for systematic treatment of NFRs in AmI systems;"Ruiz-Lopez T;Rodriguez-Dominguez C;Noguera M;Jose Rodriguez M;Benghazi K;Luis Garrido J;";Journal of Ambient Intelligence and Smart Environments;2013;WOS;O;O;O;;;;;;;;
Applying OMG D\&C Specification and ECA Rules for Autonomous Distributed Component-based Systems;Dubus, Jérémy and Merle, Philippe;Proceedings of the 2006 International Conference on Models in Software Engineering;2006;ACM;O;O;O;;;;;;;;
Applying the P2P paradigm to management of large-scale distributed networks using a Model Driven Approach;"Carroll, R.; Fahy, C.; Lehtihet, E.; van der Meer, S.; Georgalas, N.; Cleary, D.";Network Operations and Management Symposium, 2006. NOMS 2006. 10th IEEE/IFIP;2006;IEEE ;O;O;O;;;;;;;;
Approximate compilation of constraints into multivalued decision diagrams;Hadzic T., Hooker J.N., O'Sullivan B., Tiedemann P.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2008;Scopus;O;O;O;;;;;;;;
Architectural Approach to eHealth for Enabling Paradigm Changes in Health;"Blobel B;";Methods of Information in Medicine;2010;WOS;;;;;;O;;;;;
Architectural Artefacts for Autonomic Distributed Systems- Contract Language;van der Meer, S.;Engineering of Autonomic and Autonomous Systems, 2009. EASe 2009. Sixth IEEE Conference and Workshops on;2009;IEEE ;O;O;O;;;;;;;;
Architectural Challenges on the Analysis of Human Behaviour in Synthetic Environments;"Javier  Jer&#243;nimo and Ang&#233;lica  de Antonio and Cristian  Moral";ECSA '18;2018;ACM;No;;;;;;;;;;
Architectural Constraints in the Model-Driven Development of Self-Adaptive Applications;"Khan, M.U.; Reichle, R.; Geihs, K.";Distributed Systems Online, IEEE;2008;IEEE ;O;O;O;;;;;;;;
Architecture based model driven software and system development for real-time embedded systems;"Lewis B;";Radical Innovations of Software and Systems Engineering in the Future;2004;WOS;;;;;;O;;;;;
Are We Ready for the Internet of Robotic Things in Public Spaces?;Seng W. Loke;UbiComp '18;2018;ACM;NO;;;;;;;;;;
Arrows, robots, and functional reactive programming;"Hudak P;Courtney A;Nilsson H;Peterson J;";Advanced Functional Programming;2003;WOS;;;;;;O;;;;;
ART2ool: a model-driven framework to generate target code for robot handling tasks;Estévez E., García A.S., García J.G., Ortega J.G.;International Journal of Advanced Manufacturing Technology;2018;SCOPUS;N;;;;;;;;;;
ASGrid: autonomic management of hybrid sensor grid systems and applications;"Li X;Liu X;Zhao H;Zhao H;Jiang N;Parashar M;";International Journal of Sensor Networks;2009;WOS;O;O;O;;;;;;;;
Asia Simulation Conference 2012, AsiaSim 2012;[No author name available];Communications in Computer and Information Science;2012;Scopus;;;;O;;;;;;;
Asking for a Friend: Evaluating Response Biases in Security User Studies;Elissa M. Redmiles and Ziyun  Zhu and Sean  Kross and Dhruv  Kuchhal and Tudor  Dumitras and Michelle L. Mazurek;CCS '18;2018;ACM;No;;;;;;;;;;
Asking for Help Effectively via Modeling of Human Beliefs;Taylor  Kessler Faulkner and Scott  Niekum and Andrea  Thomaz;HRI '18;2018;ACM;No;;;;;;;;;;
Assessment of the Disposition of Future Secondary Education Teachers Towards Mobile Learning;"Jos&#233; Carlos S&#225;nchez Prieto and Susana Olmos Miguel&#225;&#241;ez and Francisco J. Garc&#237;a-Pe&#241;alvo";TEEM 2017;2017;ACM;NO;;;;;;;;;;
Assurances for Self-Adaptive Systems: Principles, Models, and Techniques;[No author name available];Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2013;Scopus;;;;O;;;;;;;
Assuring maintainability in model-driven development of embedded systems;Wagner S., Deissenboeck F., Teuchert S., Girard J.-F.;Model-Driven Software Development: Integrating Quality Assurance;2008;Scopus;;;;;;O;;;;;
Atmospheric energy harvesting: Use of Doppler wind lidars on uavs to extend mission endurance and enable quiet operations;Greco S., Emmitt G.D., Wood S.A., Costello M.;Proceedings of SPIE - The International Society for Optical Engineering;2014;Scopus;O;O;O;;;;;;;;
Atorvastatin efficiency after traumatic brain injury in rats ;"Turkoglu, Omer Faruk; Eroglu, Hakan; Okutan, Ozerk; Gurcan, Oktay; Bodur, Ebru; Sargon, Mustafa F.; Ã–ner, Levent & BeskonaklÄ±, Etem";Surgical Neurology ;2009;ScienceDirect;;;;;;;;;X;;
Attack Graph-Based Assessment of Exploitability Risks in Automotive On-Board Networks;Martin  Salfer and Claudia  Eckert;ARES 2018;2018;ACM;No;;;;;;;;;;
Attraction-Area Based Geo-Clustering for LTE Vehicular CrowdSensing Data Offloading;Douglas F.S. Nunes and Edson S. Moreira and Bruno Y.L. Kimura and Nishanth  Sastry and Toktam  Mahmoodi;MSWiM '17;2017;ACM;No;;;;;;;;;;
Attribute-based Face Recognition and Application in Safety Detection of Intelligent Factory;Xiangfeng  Chen and Wenbai  Chen and Peichao  Xu and Mengyao  Lv;ICCAI 2018;2018;ACM;NO;;;;;;;;;;
Auditing Anti-Malware Tools by Evolving Android Malware and Dynamic Loading Technique;Y. Xue G. Meng Y. Liu T. H. Tan H. Chen J. Sun J. Zhang;IEEE Transactions on Information Forensics and Security;2017;IEEE;o;o;;;;;;;;;
Auditing Anti-Malware Tools by Evolving Android Malware and Dynamic Loading Technique;"Y. Xue; G. Meng; Y. Liu; T. H. Tan; H. Chen; J. Sun; J. Zhang";IEEE Transactions on Information Forensics and Security;2017;IEEE;NO;;;;;;;;;;
Auto-tune design and evaluation on staged event-driven architecture;Zhanwen Li, David Levy, Shiping Chen, John Zic;MODDM '06: Proceedings of the 1st workshop on MOdel Driven Development for Middleware (MODDM '06);2006  ;ACM;O;O;O;;;;;;;;
Auto++: Detecting Cars Using Embedded Microphones in Real-Time;Sugang  Li and Xiaoran  Fan and Yanyong  Zhang and Wade  Trappe and Janne  Lindqvist and Richard E. Howard;;2017;ACM;NO;;;;;;;;;;
Autoconfiguration for faster WiFi community networks;K. Ballantyne W. Almuhtadi J. Melzer;2015 IFIP/IEEE International Symposium on Integrated Network Management (IM);2015;IEEE;o;o;;;;;;;x;;
Automated Detection and Mitigation of Application-level Asymmetric DoS Attacks;Henri Maxime Demoulin and Isaac  Pedisich and Linh Thi Xuan Phan and Boon Thau Loo;SelfDN 2018;2018;ACM;NO;;;;;;;;;;
Automated Generation of Oracles for Testing User-Interaction Features of Mobile Apps;"Zaeem, R.N.; Prasad, M.R.; Khurshid, S.";Software Testing, Verification and Validation (ICST), 2014 IEEE Seventh International Conference on;2014;IEEE ;O;O;O;;;;;;;;
Automated generation of robotics applications from simulink and SysML models;Morelli M.;C;2015;SCOPUS;-;;;;x;x;;;;;
Automated Interpretation and Reduction of In-Vehicle Network Traces at a Large Scale;"A. Mrowca; T. Pramsohler; S. Steinhorst; U. Baumgarten";2018 55th ACM/ESDA/IEEE Design Automation Conference (DAC);2018;IEEE;NO;;;;;;;;;;
Automated interpretation and reduction of in-vehicle network traces at a large scale;Mrowca A., Pramsohler T., Steinhorst S., Baumgarten W.;Proceedings - Design Automation Conference;2018;SCOPUS;N;;;;;;;;;;
Automated planning as a new approach for the self-reconfiguration of mobile modular robots;"Bihlmaier, A.; Winkler, L.; Worn, H.";Robot Motion and Control (RoMoCo), 2013 9th Workshop on;2013;IEEE ;O;O;O;;;;;;;;
Automated Requirements Engineering Challenges with Examples from Small Unmanned Aerial Systems (Keynote);Jane  Cleland-Huang;ASE 2018;2018;ACM;No;;;;;;;;;;
Automated UAV-based mapping for airborne reconnaissance and video exploitation;Se S., Firoozfam P., Goldstein N., Wu L., Dutkiewicz M., Pace P., Naud J.L.P.;Proceedings of SPIE - The International Society for Optical Engineering;2009;Scopus;O;O;O;;;;;;;;
Automated uav-based video exploitation for mapping and surveillance;Se S., Firoozfam P., Goldstein N., Dutkiewicz M., Pace P.;International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives;2010;Scopus;O;O;O;;;;;;;;
Automated UAV-based video exploitation using Service Oriented Architecture framework;Se S., Nadeau C., Wood S.;Proceedings of SPIE - The International Society for Optical Engineering;2011;Scopus;O;O;O;;;;;;;;
Automatic assembly system for a large-scale modular structure - hardware design of module and assembler robot;"Terada, Y.; Murata, S.";Intelligent Robots and Systems, 2004. (IROS 2004). Proceedings. 2004 IEEE/RSJ International Conference on;2004;IEEE ;O;O;O;;;;;;;;
Automatic Code Generation in Practice: Experiences with Embedded Robot Controllers;Sorin Adam and Marco Kuhrmann and Ulrik Pagh Schultz;C;2016;ACM;-;;;;x;x;;;;;
Automatic Configuration of Video-Surveillance Applications: a Model-Driven Experience;J. M. Conejero J. Hernandez P. J. Clemente R. Rodriguez Echeverria J. C. Preciado F. Sanchez Figueroa;IEEE Latin America Transactions;2015;IEEE;o;o;;;;;;;x;;
Automatic construction of Fuzzy Inference Systems for computerized clinical guidelines and protocols ;"Segundo, Unai; LÃ³pez-Cuadrado, Javier; Aldamiz-Echevarria, Luis; PÃ©rez, TomÃ¡s A.; Buenestado, David; Iruetaguena, Ander; Barrena, RaÃºl & Pikatza, Juan M.";Applied Soft Computing ;2015;ScienceDirect;O;O;O;;;;;;;;
Automatic derivation of utility functions for monitoring software requirements;Ramirez A.J., Cheng B.H.C.;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2011;Scopus;;;;;;;;;;;
Automatic Detection of Pain from Spontaneous Facial Expressions;Fatma  Meawad and Su-Yin  Yang and Fong Ling  Loy;ICMI 2017;2017;ACM;NO;;;;;;;;;;
Automatic Generation of Detailed Flight Plans from High-level Mission Descriptions;Davide Di Ruscio and Ivano Malavolta and Patrizio Pelliccione and Massimo Tivoli;C;2016;ACM;X;X;X;X;X;X;O;O;O;O;YES
Automatic generation of implementation in SysML-based model-driven development for IEC 61131-3 control software;Jamro, M.;Methods and Models in Automation and Robotics (MMAR), 2014 19th International Conference On;2014;IEEE ;O;O;O;;;;;;;;
Automatic labeling and characterization of objects using artificial neural networks ;"Campbell, William J.; Hill, Scott E. & Cromp, Robert F.";Telematics and Informatics ;1989;ScienceDirect;;;;;;;;;;X;
Automatic Life Cycle Management of Network Configurations;Hongqiang Harry Liu and Xin  Wu and Wei  Zhou and Weiguo  Chen and Tao  Wang and Hui  Xu and Lei  Zhou and Qing  Ma and Ming  Zhang;SelfDN 2018;2018;ACM;No;;;;;;;;;;
Automatic MDA (model driven architecture) transformations for heterogeneous embedded systems;Kim W.Y., Son H.S., Park Y.B., Park B.H., Carlson C.R., Kim R.Y.C.;Proceedings of the 2008 International Conference on Software Engineering Research and Practice, SERP 2008;2008;Scopus;;;;;;o;;;;;
Automatic Software Repair: A Survey;Luca  Gazzola and Daniela  Micucci and Leonardo  Mariani;ICSE '18;2018;ACM;No;;;;;;;;;;
Automating the Management and Versioning of Service Models at Runtime to Support Service Monitoring;"Holmes, T.; Zdun, U.; Dustdar, S.";Enterprise Distributed Object Computing Conference (EDOC), 2012 IEEE 16th International;2012;IEEE ;O;O;O;;;;;;;;
Automotive real-time operating systems: a model-based configuration approach;Georg Macher, Muesluem Atas, Eric Armengaud, Christian Kreiner;SIGBED Review;2015  ;ACM;O;O;O;;;;;;;;
Automotive Validation Functions for On-Line Test Evaluation of Hybrid Real-Time Systems;"Zander-Nowicka, J.; Schieferdecker, I.; Marrero Perez, A.";Autotestcon, 2006 IEEE;2006;IEEE ;O;O;O;;;;;;;;
Autonomic Component Ensembles for Dynamic Evolving Architectures of Context-aware Smart Systems: Invited Talk Abstract;Tomas  Bures;ECSA '17;2017;ACM;NO;;;;;;;;;;
Autonomic computing and reliability improvement;Yuan-Shun Dai;Object-Oriented Real-Time Distributed Computing, 2005. ISORC 2005. Eighth IEEE International Symposium on;2005;IEEE ;O;O;O;;;;;;;;
Autonomic Dynamically Reconfigurable Architectures for Future Communication Systems;Khalil  Drira;MEDES '17;2017;ACM;No;;;;;;;;;;
Autonomic healing of model-based systems;Nordstrom S., Dubey A., Keskinpala T., Neema S., Bapty T.;Journal of Aerospace Computing, Information and Communication;2011;Scopus;O;O;O;;;;;;;;
Autonomic Management of Hybrid Sensor Grid Systems and Applications;"Xiaolin Li; Xinxin Liu; Huanyu Zhao; Nanyan Jiang; Parashar, M.";Computer Communications and Networks, 2008. ICCCN '08. Proceedings of 17th International Conference on;2008;IEEE ;O;O;O;;;;;;;;
Autonomous applications - Towards a better data integration model;Benczur A., Hernath Z., Porkolab Z.;CEUR Workshop Proceedings;2005;Scopus;o;o;o;;;;;;;;
Autonomous Intersection Driving with Neuro-evolution;A.  Parker and G.  Nitschke;GECCO '17;2017;ACM;No;;;;;;;;;;
Autonomous Reconstruction of Unknown Indoor Scenes Guided by Time-varying Tensor Fields;Kai  Xu and Lintao  Zheng and Zihao  Yan and Guohang  Yan and Eugene  Zhang and Matthias  Niessner and Oliver  Deussen and Daniel  Cohen-Or and Hui  Huang;;2017;ACM;No;;;;;;;;;;
Autonomous Selection and Printing of 3D Models for People Who Are Blind;"T.  G&#246;tzelmann";;2018;ACM;No;;;;;;;;;;
Autonomous sensor networks for process monitoring and automation;"Balakrishnan, G.; Hiremath, S.S.";Applied Machine Intelligence and Informatics (SAMI), 2012 IEEE 10th International Symposium on;2012;IEEE ;O;O;O;;;;;;;;
Autonomously Detecting and Classifying Traffic Accident Hotspots;Benjamin  Ryder and Felix  Wortmann;UbiComp '17;2017;ACM;No;;;;;;;;;;
AUVSI Unmanned Systems 2014;[No author name available];AUVSI Unmanned Systems 2014;2014;Scopus;;;;O;;;;;;;
Avida-MDE: A digital evolution approach to generating models of adaptive software behavior;Goldsby H.J., Cheng B.H.C.;GECCO'08: Proceedings of the 10th Annual Conference on Genetic and Evolutionary Computation 2008;2008;Scopus;X;X;X;X;X;X;O;O;O;O;YES
Avoiding the Intrinsic Unfairness of the Trolley Problem;Tobias  Holstein and Gordana  Dodig-Crnkovic;FairWare '18;2018;ACM;No;;;;;;;;;;
Balancing the economic, social and environmental dimensions of agro-ecosystems: An integrated modeling approach ;"Wei, Yongping; Davidson, Brian; Chen, Deli & White, Robert";Agriculture, Ecosystems & Environment ;2009;ScienceDirect;;;;;;;;;X;;
Banxia xiexin decoction protects against dextran sulfate sodium-induced chronic ulcerative colitis in mice ;"Chen, Gang; Yang, Yang; Liu, Moli; Teng, Zhiying; Ye, Juan; Xu, Yuehua; Cai, Xueting; Cheng, Xiaolan; Yang, Jie; Hu, Chunping; Wang, Min & Cao, Peng";Journal of Ethnopharmacology ;2015;ScienceDirect;;;;;;;;;X;;
Bayesian network classifiers for set-based collaborative design;Shahan D., Seepersad C.C.;Journal of Mechanical Design, Transactions of the ASME;2012;Scopus;O;O;O;;;;;;;;
BEESM, a Block-based Educational Programming Tool for End Users;Mazyar  Seraj and Serge  Autexier and Jan  Janssen;NordiCHI '18;2018;ACM;NO;;;;;;;;;;
Behavior Model Calibration for Epidemic Simulations;Meghendra  Singh and Achla  Marathe and Madhav V. Marathe and Samarth  Swarup;AAMAS '18;2018;ACM;No;;;;;;;;;;
Behavioral analysis of self-oscillating class D line drivers;"Piessens, T.; Steyaert, M.S.J.";Circuits and Systems I: Regular Papers, IEEE Transactions on;2005;IEEE ;O;O;O;;;;;;;;
Behavioural Model-Based Control for Autonomic Software Components;F. Alvares E. Rutten L. Seinturier;2015 IEEE International Conference on Autonomic Computing;2015;IEEE;o;o;;;;;;;;;
Bi-Directional Information Exchange in Decentralized Schedule-Driven Traffic Control;Hsu-Chieh  Hu and Stephen F. Smith;AAMAS '18;2018;ACM;No;;;;;;;;;;
Bicyclol upregulates transcription factor Nrf2, HO-1 expression and protects rat brains against focal ischemia ;"Zhang, Jian; Fu, Baosheng; Zhang, Xiangjian; Zhang, Lan; Bai, Xue; Zhao, Xumeng; Chen, Linyu; Cui, Lili; Zhu, Chunhua; Wang, Lina; Zhao, Yuan; Zhao, Ting & Wang, Xiaolu";Brain Research Bulletin ;2014;ScienceDirect;;;;;;;;;X;;
